spu_code,buyer,DE,ES,FR,IT,GB,US,MX
S260406027594,张天一,1729792761476586062,1729792761464068686,1729792761285483086,1729792761284631118,1729792761475734094,1732320759375696462,1735004324914955854
S260406028764,常捷,1729793037731141828,1729793038457346244,1729793038457018564,1729793038392727748,1729792767425616068,1732320775105253572,1735004363247092932
S260406028880,陈家琪,1729792885107170037,1729792885121063669,1729792885096094453,1729792885097143029,1729792885149571829,1732321053099594485,1735007567825307381
S260406029634,范文,,,,,1729792771429866085,1732320776019612261,1735004496318531173
S260406030314,徐熙雅,1729792842370816841,1729792843221211977,1729792843262958409,1729792843252144969,1729792842411318089,1732320893044626249,1735006300701624137
S260406030879,任思宁,1729792953987734406,1729792954035575686,1729792954006674310,1729792954008050566,1729792953998351238,1732321145121772422,1735008793144559494
S260406031050,张天一,1729792778363509267,1729792778823834131,1729792778362133011,1729792778351647251,1729792778904181267,1732320791969436179,1735004639434540563
S260406031811,魏冰馨,1729792783615563803,1729792783509788699,1729792783477086235,1729792784597424155,1729792784540735515,1732320797556772891,1735004733470049307
S260406032157,魏冰馨,1729792786442721307,1729792785231878171,1729792785222047771,1729792786443573275,1729792786374957083,1732320795509821467,1735004684123472923
S260406034495,李泳乐,1729793732480178632,1729793732162394568,1729793732273478088,1729793733234104776,1729792797257996744,1732323265098125768,1735004974805583304
S260406034733,任思宁,,,,,1729792798328068797,1732320813138023101,1735004992416220861
S260406034877,吴斐,1729795714398591569,1729795712605526609,1729795712605133393,1729796189826685521,1729792799259204177,1732320810642805329,1735181156244162129
S260406034896,常捷,1729792799117974117,1729792799125510757,1729792799076162149,1729792799083764325,1729792799110699621,1732320810424832613,1735004982954722917
S260406037070,李泳乐,1729792882749315762,1729792882709863090,1729792881910127282,1729792881896561330,1729792881897413298,1732321049399956146,1735007604351272626
S260406037937,王可心,1729792817485355610,1729792817470544474,1729792817470872154,1729792816986692186,1729792816994556506,1732320834245202522,1735005393536452186
S260406038357,王可心,1729792820903451226,1729792820308384346,1729792820857903706,1729792820955880026,1729792820802984538,1732320862743794266,1735005510454773338
S260406038831,王可心,1729792824581397082,1729792825321036378,1729792825364945498,1729792825321364058,1729792824581069402,1732320906720285274,1735005724165375578
S260406039450,魏冰馨,1729792830883404720,1729792830717664176,1729792830832417712,1729792830259764144,1729792830869904304,1732320913451094960,1735005939760400304
S260406040595,李泳乐,1729797055635298842,1729797060506524186,1729797055638837786,1729797055635626522,1729792836838201882,1732320916945277466,1735006132032603674
S260406040833,任思宁,1729792839337941014,1729792840457754646,1729792839337089046,1729792840385730582,1729792840332253206,1732320889755766806,1735006237359768598
S260406041256,张健,1729792847364660049,1729792848259881809,1729792847650003793,1729792847364332369,1729792848260209489,1732320960344724305,1735006484954449745
S260406041263,王瑶,1729809262025611590,1729809262029216070,1729809262068472134,1729809262028167494,1729792847349979462,1732320933959143750,1735006519577249094
S260406041771,魏冰馨,1729792852414142855,1729792852437604743,1729792853233867143,1729792853292915079,1729792852414536071,1732321009129263495,1735006666858792327
S260406041922,陈家琪,1729792854165658357,1729792853872712437,1729792853899778805,1729792854033144565,1729793331624712949,1732320965112468213,1735006585299240693
S260406043105,阮梓颖,1729792863959030174,1729792863857777054,1729792864005757342,1729792863957391774,1729792863827958174,1732321031451021726,1735006910520329630
S260406043550,范文,,,,,1729792869426437074,1732321034472428498,1735007279096367058
S260406043721,范文,,,,,1729792870299114450,1732320976943289298,1735007260595881938
S260406043998,阮梓颖,1729792872470714782,1729792872544377246,1729792872546015646,1729792876588931486,1729792876602628510,1732321012223283614,1735007385658754462
S260406044122,吴斐,1729792872666863620,1729792876775512068,1729792872908560388,1729792872666077188,1729792872666404868,1732320997115334660,1735007341161972740
S260406044245,魏冰馨,1729801479891032785,1729801479863638737,1729801485440490193,1729834150173383377,1729792980630674129,1732321153993970385,1734905547495016145
S260406046862,任思宁,1729857027506084742,1729857033405176710,1729857033386302342,1729857027473578886,1729792907717221254,1732321076857508742,1736065641773172614
S260406047810,王谍,1729792980165171906,1729792980189420226,1729792980220353218,1729792980582963906,1729792980188699330,1732321196550427330,1735009009430267586
S260407004316,范文,1729793127614355936,1729793136072694240,1729793136218708448,1729793136218446304,1729793136072956384,1732321613400936928,1735011926623487456
S260407005385,吴斐,1729793139423418988,1729793139294313068,1729793139423746668,1729793139431545452,1729793139424074348,1732321624364716652,1735011999219943020
S260407008628,阮梓颖,1729793165896751750,1729793165913397894,1729793167218154118,1729793165896358534,1729793165833575046,1732321677267341958,1735012349873260166
S260407008948,吴斐,1729793167599049111,1729793168740161943,1729793168774306199,1729793167895337367,1729793168647559575,1732321682372792727,1735012443253540247
S260407010419,黄依婷,1729811027631446657,1729811028209015425,1729811028190534273,1729811027583277697,1729811027582950017,1732321694529852033,1735012747402905217
S260407010564,王瑶,1729835547126438577,1729835550025095857,1729835547238505137,1729835550088075953,1729793181009156785,1732321696808538801,1735012861214623409
S260407011791,张天一,1729793191086496016,1729793192424806672,1729793192420743440,1729793191111006480,1729793191064803600,1732321705462960400,1735013052828779792
S260407012901,任思宁,1729793204224301543,1729793201753856487,1729793201787345383,1729793201753528807,1729793204223973863,1732321719915155943,1735013178750895591
S260407013212,张宇,1729793206182516750,1729793207812397070,1729793207878916110,1729793207767439374,1729793207875246094,1732321722263769102,1735013213282927630
S260407014799,游宇航,1729793219677689899,1729793219739031595,1729793219717142571,1729793220740421675,1729793220737603627,1732321746904387627,1735013538820883499
S260407015419,吴斐,1729793225244973357,1729793225763166509,1729793225798752557,1729793225317390637,1729793225245825325,1732321757192491309,1735013713842046253
S260407016663,常捷,1729793261397711582,1729793248236575454,1729793248187292382,1729793261432707806,1729793261431855838,1732321809034482398,1735014344257734366
S260407020760,吴斐,1729793319368759450,1729793319369414810,1729793319369087130,1729793321316227226,1729793321347553434,1732322067951423642,1735016229278811290
S260407020848,范文,1729793316800076055,1729793318483630359,1729793316824062231,1729793318491363607,1729793318448896279,1732322042538791191,1735016283760657687
S260407021105,常捷,1729793322884307486,1729793322883914270,1729793322409957918,1729793322683570718,1729793322683963934,1732322057744978462,1735016507218626078
S260407021763,吴斐,1729793330678175842,1729793330608969826,1729793330581772386,1729793329400617058,1729793330581379170,1732322083645329506,1735016784092103778
S260407023345,游宇航,1729794618788256222,1729794620719733214,1729794620934953438,1729794618789304798,,,
S260407024471,吴斐,1729793354906638528,1729793351628200128,1729793354951792832,1729793351668046016,1729793354906310848,1732322170359353536,1735017273450464448
S260407024618,常捷,1729793351987140884,1729793352046647572,1729793355375614228,1729793351986551060,1729793351955421460,1732322163649974548,1735017390188954900
S260407025355,游宇航,1729883136627219182,1729883136462592750,1729883108107786990,1729883123382000366,1729793361048279790,1732322186440446702,1735017505182287598
S260407027348,刘雪莹,1729793380726971202,1729793381688908610,1729793380748270402,1729793380691057474,1729793380684372802,1732322225969730370,1735017817565202242
S260407028258,李泳乐,1729793386310900402,1729793386443283122,1729793384049711794,1729793386292091570,1729793386443545266,1732322235646775986,1735018006145631922
S260407028362,阮梓颖,1729793387958016956,1729793389619616700,1729793389657627580,1729793387958410172,1729793389634493372,1732322245130621884,1735018141440051132
S260407029633,魏冰馨,1729793397884623255,1729793397858212247,1729793398481656215,1729793397875579287,1729793397865093527,1732322272716231063,1735018292300842391
S260407032151,李泳乐,1729793420938287560,1729793420946479560,1729793420994386376,1729793420981672392,1729793419489089992,1732322318378897864,1735018883046671816
S260407032973,徐熙雅,1729803683376831416,1729803682733005752,1729803681041390520,1729803681041718200,1729793427502439352,1732322324027118520,1736031788805818296
S260407033141,张天一,1729793433726982926,1729793428815256334,1729793428863752974,1729793433882761998,1729793428910283534,1732322334296347406,1736138556667299598
S260407033156,李泳乐,1729793433713810298,1729793428665375610,1729793433713482618,1729793428761779066,1729793428573559674,1732322329743430522,1735019033330943866
S260407035320,吴斐,1729793445166028992,1729793446220699840,1729793446183475392,1729793445166356672,1729793446204250304,1732322365223440576,1735019372077089984
S260407036245,李泳乐,1729793451019049226,1729793450899708170,1729793451622308106,1729793451666217226,1729793451019704586,1732322374685462794,1735019612296611082
S260407036456,魏冰馨,1729793453028513804,1729793454104745996,1729793454439503884,1729793454012012556,1729793454016075788,1732322390131314700,1735019688327021580
S260407037649,常捷,1729793459202922702,1729793458389948622,1729793458194585806,1729793458250225870,1729793458472458446,1732322399570399438,1735019826590155982
S260407037756,沈亦莎,1729793490953673553,1729793493207456593,1729793493172460369,1729793493152537425,,1732322459683754833,1735020568472946513
S260407038536,阮梓颖,1729793461671992252,1729793461587516348,1729793464354380732,1729793461587909564,1729793464390949820,1732322412016210876,1735019961704744892
S260407039989,郑川粤,1729793469207582854,1729793469425686662,1729793469426079878,1729793469426473094,1729793469284980870,1732322426043011206,1735020130747384966
S260407040138,吴斐,1729793472115153899,1729793472031136747,1729793472065674219,1729793471355919339,1729793472018226155,1732322429919663083,1735020162595129323
S260407040576,张健,1729793735851022493,1729793736318032029,1729793736388090013,1729793734723475613,1729793736312002717,1732323286011318429,1735027216098821277
S260407041998,阮梓颖,1729793479857773500,1729793479956732860,1729793479976655804,1729793479922260924,1729793481345375164,1732322446848594876,1735020229388502972
S260407043139,沈亦莎,1729793490743958353,1729793490815392593,1729793493185633105,1729793490815785809,,1732322459535774545,1735020621198886737
S260407043340,黄依婷,1729793487485835351,1729793488960329815,1729793487486163031,1729793488843675735,1729793488842758231,1732322460496269399,1735020494890042455
S260407043420,吴斐,1729793487665993732,1729793487588005892,1729793487643056132,1729793488922580996,1729793487672350724,1732322460117012484,1735020474896188420
S260407044091,陈家琪,1729793490119202954,1729793489337882762,1729793490100066442,1729793489999534218,1729793490100394122,1732322460274364554,1735020527626585226
S260407046838,刘雪莹,1729793501170866908,1729793501220084444,1729793501138688732,1729793501149567708,1729793500493945564,1732322485653770972,1735020731644937948
S260407047121,张健,1729793502070872131,1729793501986134083,1729793502446786627,1729795413491357763,1729793502070478915,1732322488878665795,1735021005840811075
S260407047339,任思宁,1729793502140144346,1729793502203845338,1729793502140472026,1729793502101543642,1729793502101871322,1732322489839817434,1735020957713204954
S260407049171,黄依婷,1729793509402646719,1729793509493741759,1729793509493414079,1729793509523036351,1729793508629125311,1732322504059097279,1735021148454814911
S260407051134,范文,1729793517678533105,1729793517728864753,1729793517665032689,1729793517682661873,1729793516642540017,1732322528989778417,1735021424612574705
S260407052753,阮梓颖,1729793528755559356,1729793527764786108,1729793528748284860,1729793528897182652,1729793527785888700,1732322560137991100,1735022141962684348
S260407053169,黄依婷,1729793532193970962,1729793532427737874,1729793532186368786,1729793532194298642,1729793532182108946,1732322570064859922,1735022117231757074
S260407053395,刘雪莹,1729793534097070917,1729793535190932293,1729793534068169541,1729793535179725637,1729793535178349381,1732322583430140741,1735022163201066821
S260407054360,常捷,1729793542495443084,1729793542365157516,1729793542094690444,1729793542446291084,1729793542364764300,1732322599687917708,1735022382079444108
S260407054484,吴斐,1729796284126436294,1729796284273695686,1729796284937182150,1729796283567872966,1729793582407719878,1732322716165837766,1735023761038018502
S260407055277,吴斐,1729796290690587590,1729796291111590854,1729796290784041926,1729796290987596742,1729793549941840838,1732339102386590662,1735022625183008710
S260407055806,张宇,1729793555495426911,1729793555976461151,1729793556030987103,1729793555562928991,1729793556048747359,1732322637953012575,1735022882758428511
S260407056275,游宇航,,,,,,1732322650413241110,1735023007990253334
S260407058023,常捷,1729793576170133524,1729793577168443412,1729793577181354004,1729793576182388756,1729793577177028628,1732322703271825428,1735023736173659156
S260407058385,范文,,,,,1729793582815878098,1732322717424194514,1735024029579904978
S260407058932,张健,1729793586699738019,1729793586708913059,1729793586708454307,1729793586701835171,1729793586076359587,1732322727646761891,1735023974049220515
S260407059589,郑川粤,1729793592829974981,1729793592924084677,1729793592469920197,1729793592436038085,1729793592469526981,1732322744779575749,1735023996300264901
S260407059706,郑川粤,1729793594106288581,1729793593978821061,1729793593979214277,1729793592663185861,1729793594080139717,1732322749417820613,1735024004594959813
S260407060543,阮梓颖,1729793600480910120,1729793601985485608,1729793601993939752,1729793601932466984,1729793600483859240,1732322773473071912,1735024433965205288
S260407060913,任思宁,1729857027036715910,1729857032961891206,1729857032961170310,1729857027114572678,1729793605334178694,1732322785655296902,1736065673688418182
S260407062929,魏冰馨,1729793626090084364,1729793626754816012,1729793626756847628,1729793626355898380,1729793626329290764,1732322861893324812,1735025526683763724
S260407063204,李嘟都,1729793628827261455,1729793628785646095,1729793627934071311,1729793627957533199,,,
S260407063289,李嘟都,1729793623976024591,1729793623787411983,1729793624028453391,1729793623310572047,,,
S260407063485,吴斐,1729793631287745227,1729793632792058571,1729793632794155723,1729793632426236619,1729793632791337675,1732322883349025483,1735025548304221899
S260407063598,吴斐,1729793632888396491,1729793632884792011,1729793633403509451,1729793633716378315,1729793633497029323,1732322886604919499,1735025429586609867
S260407063778,吴斐,1729793636030585547,1729793635788692171,1729793636031306443,1729793635973700299,1729793634563037899,1732322898336715467,1735025286055167691
S260408002221,游宇航,1729793804843456555,1729793811034642475,1729793811449747499,1729793810998335531,1729793811036018731,1732323521134039083,1735029033945891883
S260408002492,吴斐,1729793838433475423,1729793838433016671,1729793838191647583,1729793840460569439,1729793838277565279,1732323607791899487,1735029758041032543
S260408002565,张宇,1729793807686998288,1729793807403292944,1729793807402440976,1729793807687850256,1729793813469829392,1732323536933720336,1735029172831290640
S260408002823,张宇,1729793809908275472,1729793816258648336,1729793809900607760,1729793809575680272,1729793809658648848,1732323545759715600,1735029252203447568
S260408003831,张宇,1729793826720815595,1729793824479418859,1729793824541153771,1729793826785040875,1729793824599480811,1732323580319994347,1735029551207122411
S260408004053,张宇,1729797391490586700,1729797391468173388,1729797391489865804,1729797391489144908,1729793827907147852,1732323584603164748,1735103489113621580
S260408008439,任思宁,1729793862616914792,1729793862616587112,1729793863130585960,1729793863039097704,1729793864710986600,1732323668867191656,1735030046716823400
S260408008669,游宇航,1729793874889447593,1729793874866772137,1729793874929621161,1729793875567417513,1729793874888005801,1732323687312298153,1735030256440476841
S260408009308,魏冰馨,,,,,1729793940111071277,1732323994253430829,1735032633774670893
S260408011630,李泳乐,1729793882483235529,1729793882439457481,1729793882609523401,1729793882482842313,1729793883177720521,1732323701354762953,1735030554927007433
S260408012211,阮梓颖,1729793884114360559,1729793884533987567,1729793884537985263,1729793884217776367,1729793884114032879,1732323705417797871,1735030658134869231
S260408012724,刘人杰,1729793887803316663,1729793887036152247,1729793887789095351,1729793887811049911,1729793887801153975,1732323714666697143,1735030760742880695
S260408013138,刘雪莹,1729793890070272759,1729793889409473271,1729793890047007479,1729793890141706999,1729793890083642103,1732323721771848439,1735030932685293303
S260408013687,吴斐,1729793892649506824,1729793892685748232,1729793893109110792,1729793893109438472,1729793892590327816,1732323730221600776,1735030997043414024
S260408016813,李泳乐,,,,,1729805958607248111,1732358204897661679,1735246165225998063
S260408016870,张健,1729793947434719565,1729793947431377229,1729793947400509773,1729793947431049549,1729793944973842765,1732323944754483533,1735032781098026317
S260408017141,常捷,1729793955502660222,1729793954497665662,1729793955603323518,1729793955403963006,1729793954462276222,1732323950676775550,1735032931561014910
S260408018203,张健,1729793991032215885,1729793994375010637,1729793994346305869,1729793994299251021,1729793980747979085,1732324091439452493,1735033562247365965
S260408019840,黄依婷,1729793990645291402,1729793993949747594,1729793993767098762,1729793990554589578,1729793990478764426,1732324141106827658,1735033789736453514
S260408019981,范文,1729793994797259527,1729793994823211783,1729793991797480199,1729793991693998855,1729793994798373639,1732324106487173895,1735033911493297927
S260408020417,常捷,1729794001669101667,1729794001787066467,1729793999636699235,1729794000589527139,1729794001786804323,1732324157195915363,1735034027010655331
S260408020452,任思宁,1729793996995401750,1729793996852664342,1729793996915906582,1729793999086589974,1729793998973147158,1732324150581825558,1735033993947743254
S260408020901,张天一,1729794004027480654,1729794005127633486,1729794005141789262,1729794005141330510,1729794005067471438,1732324169885258318,1735034041424774734
S260408022196,王瑶,1729794017803868700,1729794017804458524,1729794017756879388,1729794017739315740,1729794018951207452,1732324246589248028,1735034496322274844
S260408023371,张天一,1729794033088698958,1729794030863686222,1729794033088436814,1729794030952946254,1729794031615318606,1732324274257891918,1735034758472828494
S260408023531,黄依婷,1729794033562458303,1729794032078395583,1729794032078067903,1729794031993985215,1729794033600993471,1732324275821842623,1735034759714014399
S260408023602,黄依婷,1729794032330447315,1729794034031958483,1729794032452999635,1729794032346307027,1729804756891507155,1732324328467567059,1735034843695711699
S260408024135,黄依婷,1729794039602977235,1729794039803582931,1729794038920223187,1729794038839155155,1729794039789951443,1732324285114388947,1735034878429660627
S260408024844,李泳乐,1729794047036987964,1729794047365454396,1729794047363095100,1729794048313301564,1729794048315857468,1732324383753015868,1735035097580340796
S260408025562,游宇航,1729795027723196894,1729795027567811038,1729795027085466078,1729795027722148318,,,
S260408026985,王谍,1729794072073050128,1729794072049195024,1729794072104507408,1729794073180411920,1729794073136240656,1732324403435507728,1735035709325214736
S260408028413,魏冰馨,1729794084986722637,1729794083951319373,1729794083951647053,1729794084966537549,1729794084901263693,1732324504318021965,1735036034549843277
S260408028513,黄依婷,1729794084982986839,1729794084983314519,1729794084983969879,1729794084902574167,1729794084983642199,1732324414999990359,1735035992037426263
S260408029120,范文,1729797640295717128,1729797640313280776,1729797639789385992,1729797639702944008,1729794089948715272,1732327986247405832,1735036141654738184
S260408029312,任思宁,1729794094473582614,1729794092463003670,1729794092094167062,1729794092453238806,1729794092380493846,1732324468028772374,1735036167297008662
S260408029445,刘雪莹,1729794092665707228,1729794092680583900,1729794092681960156,1729796393158417116,1729794092368829148,1732324468105908956,1735036192320030428
S260408030008,黄依婷,1729794097131133569,1729794097042201217,1729794097071102593,1729794097131461249,1729794097070774913,1732324475330073217,1735036381775103617
S260408030896,吴斐,1729794108853164294,1729794108820723974,1729794107158272262,1729794108816005382,1729794107080874246,1732324485479502086,1735036538202326278
S260408030954,张宇,1729794107532875801,1729794109059471385,1729794107532744729,1729794109014972441,1729794109059667993,1732324524110221337,1735036542866523161
S260408031993,阮梓颖,1729794118774856636,1729794118792158140,1729794118775249852,1729794117438249916,1729794117437856700,1732324564950356924,1735036792130930620
S260408032468,徐熙雅,1729794123327510631,1729794121767950439,1729794121783416935,1729794123129919591,1729794121782696039,1732324534305984615,1735036884744897639
S260408032606,魏冰馨,1729794124342663548,1729794124105292156,1729794123996895612,1729794123997354364,1729794124440312188,1732324574875849084,1735036864573179260
S260408032726,张天一,1729794126421137665,1729794126221252865,1729794124755605761,1729794124751214849,1729794126247008513,1732324543171236097,1735036942488864001
S260408033319,刘雪莹,1729794253536991768,1729794253536533016,1729794252848405016,1729794253516479000,1729794252859218456,1732324989379318296,1735038947894658584
S260408033329,常捷,1729794130156952560,1729794130127395824,1729794130106686448,1729794130127723504,1729794129619557360,1732324592585184240,1735036921350293488
S260408034054,阮梓颖,1729794134557301150,1729794134847625630,1729794135985068446,1729794134870301086,1729794135984740766,1732324606116794782,1735037032542274974
S260408034394,范文,1729794137829906929,1729794138534287857,1729794139928566257,1729794137884695025,1729794139899861489,1732324611586822641,1735037333703394801
S260408035375,阮梓颖,1729794149133293867,1729794147958298923,1729794147792689451,1729794147944732971,1729794147958692139,1732324632762880299,1735037438677386539
S260408035434,张天一,1729794149601024389,1729794148575779205,1729794148638235013,1729794148580891013,1729794149650962821,1732324636245332357,1735037444855924101
S260408035973,吴斐,1729794151011294186,1729794152376933354,1729794150808067050,1729794153142000618,1729794150989405162,1732324651059549162,1735037526212642794
S260408035974,魏冰馨,1729794153014270332,1729794150867835260,1729794150932978044,1729794150888216956,1729794150804330876,1732324650796814716,1735037540021863804
S260408036159,张宇,1729794155918629355,1729794157156080107,1729794155971779051,1729794155972172267,1729794157118790123,1732324656155628011,1735037534689920491
S260408036344,黄依婷,1729794158942722135,1729794156609116247,1729807921794226263,1729794158957598807,1729794158943049815,1732324664131489879,1735037460302562391
S260408037650,范文,1729794165569198471,1729794165568870791,1729794165569526151,1729794165672024455,1729794164075501959,1732324669688287623,1735037471466096007
S260408038313,李泳乐,1729794170131028394,1729794171531008426,1729794171530615210,1729794170130635178,1729794170126113194,1732324686523371946,1735037561132320170
S260408038775,吴斐,1729794178724763975,1729794178666502471,1729794178623641927,1729794178872154439,1729794178622265671,1732324701752889671,1735037827338569031
S260408039117,游宇航,1729794184569002521,1729794184532236825,1729794181725592089,1729794181725198873,1729794183847189017,1732324718219399705,1735037873224386073
S260408039475,吴斐,1729794182887413998,1729794180647983342,1729794180670396654,1729794182939908334,1729794182967957742,1732324710908465390,1735037831658505454
S260408039615,吴斐,1729794183299373318,1729794183305402630,1729794181225617670,1729794181132032262,1729794183329454342,1732324715295838470,1735037834283549958
S260408039761,阮梓颖,1729805263906642728,1729805263568542504,1729805264486112040,1729805263607733032,1729794181458533160,1732324758110704424,1735037582919501608
S260408040003,吴斐,1729794186585413870,1729794185484212462,1729794186478196974,1729794185337215214,1729794185336494318,1732324719048757486,1735037839553168622
S260408040059,李泳乐,1729794186441234858,1729794186440645034,1729794186584496554,1729794185251428778,1729794186511489450,1732324722218799530,1735037865520235946
S260408040647,吴斐,1729794190330992878,1729841502218721518,1729794188649273582,1729794188531112174,1729794188530391278,1732436325052879086,1735037959843054830
S260408040786,常捷,1729794253770627546,1729794253030136282,1729794253722786266,1729794253770299866,1729794253027645914,1732324996208103898,1735038948747150810
S260408040820,游宇航,,,,,,1732324786483663638,1735038123480549142
S260408040940,阮梓颖,1729794192829356988,1729794192825031612,1729794192866712508,1729794192823196604,1729794191631883196,1732324745224229820,1735037979826358204
S260408041046,阮梓颖,1729794193616640405,1729794194130966933,1729794194392455573,1729794193616050581,1729794194416638357,1732324751266976149,1735037973868217749
S260408041440,张宇,1729794253819910183,1729794253789567015,1729794253789960231,1729794252940154919,1729794252939761703,1732324998079287335,1735039053135053863
S260408043021,郑川粤,1729822092729555472,1729822087534778896,1729822087615650320,1729822092907223568,1729794209865177616,1732324804595388944,1735038183214777872
S260408044111,张宇,1729798418918971721,1729798420208589129,1729798420179425609,1729798420158847305,1729794228811176265,1732324871392235849,1735038504362411337
S260408045413,魏冰馨,1729794239558424907,1729794238834252107,1729794239081912651,1729794239095740747,1729794239076800843,1732324920619471179,1735038738751259979
S260408045907,吴斐,1729794247968594182,1729794248102484230,1729794249463863558,1729794249463470342,1729794245966862598,1732324961791611142,1735038876079129862
S260408046660,吴斐,1729794260875122950,1729794264124594438,1729794264134555910,1729794264124987654,1729794263926872326,1732325025845121286,1735039228929934598
S260408047252,刘雪莹,1729832262311058371,1729832261641804739,1729832262216096707,1729832261642918851,1729794195037985731,1732324751842776003,1735038017460799427
S260408047661,游宇航,1729794280783059698,1729794280700287730,1729794280719227634,1729794281540393714,1729794281510247154,1732325128952189682,1735039528631568114
S260408047916,阮梓颖,1729794287696517525,1729794287715326357,1729794287821363605,1729794288131414421,1729794288130300309,1732325167645233557,1735039672654792085
S260408049115,阮梓颖,1729795535934954428,1729795536605518780,1729795535225985980,1729795536191855548,1729795535934561212,1732331709962294204,1735060692849493948
S260408049966,李嘟都,1729794275534280820,1729794276064073844,1729794275372603508,1729794276001945716,,,
S260408050387,阮梓颖,1729794328085568444,1729794327749172156,1729794327739800508,1729794327720139708,1729794327748778940,1732325380262892476,1735040461391759292
S260408051678,魏冰馨,1729794347120761110,1729794346399471894,1729794347121154326,1729794347112110358,1729794347197765910,1732325518751535382,1735040809067644182
S260408052461,谭淇巍,1729794356249073949,1729794356240357661,1729799439647414557,1729794356068718877,1729794356312316189,1732325590113685789,1735041056269960477
S260408053001,王谍,1729794367458678800,1729794367005300752,1729794367074572304,1729794367121430544,1729794367072016400,1732325664282087440,1735041199304246288
S260408053133,李泳乐,1729794368487529097,1729794368487201417,1729794369291262601,1729794369397693065,1729794368587405961,1732325684619219593,1735041351502300809
S260408054224,魏冰馨,1729794387638196236,1729794387653597196,1729794387712186380,1729794387617880076,1729794387660412940,1732325806464667660,1735041478545605644
S260408055125,吴斐,1729794582680869151,1729794587997804831,1729794588021070111,1729794582681196831,1729794411379333407,1732327283538694431,1735041887568823583
S260408056060,魏冰馨,1729852186956896868,1729852186956175972,1729852183097350756,1729852183096629860,1729794583705393764,1732327229132018276,1735043576470799972
S260409001171,阮梓颖,1729794648942156732,1729794651854248892,1729794648789654460,1729794651947506620,1729794651854642108,1732327640507651004,1735045053017196476
S260409001283,刘雪莹,1729794655036545783,1729794653048511223,1729794653425867511,1729794653181156087,1729794651011652343,1732327650742670071,1735045031790020343
S260409002022,魏冰馨,1729794668406348440,1729794668599876248,1729794668499737240,1729794667298069144,1729794667337915032,1732327720000852632,1735045504495617688
S260409002644,沈亦莎,1729795558676666692,1729795558773463364,1729795558682564932,1729795558721886532,1729795547304663364,1732331800838836548,1735061223952450884
S260409002886,徐熙雅,1729794734786124463,1729794734864505519,1729794735014845103,1729794734953831087,1729794734864833199,1732327900372439727,1736142772088243887
S260409005642,黄依婷,1729796289955601082,1729796289307318970,1729796290815040186,1729796290280790714,1729796290182027962,1732339066165433018,1735076781209454266
S260409005945,张天一,1729798219151546918,1729798220876454438,1729798218074135078,1729798218073807398,1729794726765042214,1732327882937831974,1735045996762465830
S260409007638,王谍,1729804922321737838,1729804922507270254,1729804927829252206,1729804922418337902,1729804927881025646,1732356705368838254,1735230405388174446
S260409008055,常捷,1729794754837715182,1729794756123990254,1729794756124383470,1729794754645301486,1729794754845972718,1732327923595383022,1735046589570909422
S260409009371,魏冰馨,1729794774969391795,1729794775027129011,1729794774907984563,1729794775040694963,1729836098097879731,1732327979607954099,1735047111312246451
S260409011294,张天一,1729794784746576059,1729794784746969275,1729794784961796283,1729794785556404411,1729794784889903291,1732327938662699195,1735047353226986683
S260409013394,阮梓颖,1729794818161285534,1729794817908906398,1729794820841511326,1729794816714906014,1729794817907267998,1732328058479546782,1735048005151065502
S260409014323,阮梓颖,1729794844913802172,1729794846315551676,1729794844697795516,1729794846352513980,1729794846342749116,1732328128724243388,1735048520722909116
S260409015734,张健,1729794873351641937,1729794874200857425,1729794873387490129,1729794872528706385,1729794874192141137,1732328242238427985,1735049054751590225
S260409016675,游宇航,1729807911729731904,1729807911305517376,1729807911729338688,1729807910302947648,1729794893802019136,1732328298088075584,1735049491011503424
S260409017059,王谍,1729794900728715374,1729794904720447598,1729794904687614062,1729794900746868846,1729794900729436270,1732328338797400174,1735049542926435438
S260409017113,黄依婷,1729794900133058647,1729794899856496727,1729794900132730967,1729794900133386327,1729794900237850711,1732328333083578455,1735049541772411991
S260409017881,阮梓颖,1729794915354056943,1729794915180452079,1729794915078215919,1729794918595598575,1729794915179206895,1732328391428182255,1735049772799591663
S260409018294,张天一,1729796750109284844,1729796751532661228,1729796750706514412,1729796749980703212,1729794925597006316,1732328397508612588,1735049822710695404
S260409018637,陈家琪,1729794930057583032,1729794928773208504,1729794928822884792,1729794930057320888,1729794928807221688,1732328427132522936,1735049906751833528
S260409019475,黄依婷,1729794944648911823,1729794940277267407,1729794940254198735,1729794940168674255,1729794940033211343,1732328454721082319,1735050099545769935
S260409020283,徐熙雅,1729803173967338424,1729803173967600568,1729803173207251896,1729803173206989752,1729794953677413304,1732328480545018808,1736000427347511224
S260409020300,吴斐,1729794957916543978,1729794957916216298,1729794956797189098,1729794958457871338,1729794957604527082,1732328524223517674,1735050358113929194
S260409020479,游宇航,1729795027999037918,1729795032085207518,1729795032130820574,1729795027934222814,,,
S260409021014,魏冰馨,1729794966496778922,1729794966601177770,1729794964819974826,1729794964646238890,1729794964951046826,1732328546394870442,1735050495259543210
S260409021800,张天一,1729794974898953018,1729794977214405434,1729794974898559802,1729794977215257402,1729794972717652794,1732328577320260410,1735050575602222906
S260409022723,沈亦莎,1729794986779384393,1729794987486976585,1729794987487566409,1729794986783840841,1729794986745305673,1732328620585882185,1735050866498111049
