spu_code,buyer,DE,ES,FR,IT,GB,US,MX
S230328000345,张天一,1729492225734384279,1729492225361615511,1729492221282523799,1729492225765776023,1729399839594876619,1729388308289720983,1731760942566378135
S230418000504,张天一,1729588958973958996,1729588959220243284,1729588959222340436,1729588958976056148,1729399840190467787,1729386005411107668,1731841041833297748
S230427000451,魏冰馨,1729508014217009286,1729508015110461574,1729508014843861126,1729508014664554630,1729399940751593163,1729385967656145030,1731772624591947910
S230519000407,张健,1729493537065835164,1729493537829264028,1729493537549097628,1729493536442456732,1729399917485395659,1729385967787872924,
S230524000643,范文,1729692040829180011,1729692043554756715,1729692040600393835,1729692043252832363,1729399889999531723,1729386192555708523,1731766803428444267
S230525001275,范文,1729480975769114731,1729480979009345643,1729480975760070763,1729480975461423211,1729399938813169355,1729386191780352107,1731790806251243627
S230526001086,范文,1729697837969152107,1729697836528408683,1729697836638312555,1729697837978065003,1729399889394110155,1729386195916263531,1731767182350125163
S230526001147,范文,1729691159129528427,1729691163825248363,1729691159081293931,1729691158963722347,1729399932053458635,1729386191538655339,1731767574736242795
S230530000049,张天一,1729495216394902146,1729494779667192450,1729495217169930882,1729495216840612482,1729400005342432971,1729385967677575810,1731143742068852354
S230530000382,张宇,1729498376363416248,1729498382933400248,1729498376393956024,1729498367520185016,1729400029375794891,1729386006944584376,1733399164432123576
S230531000432,徐熙雅,1729504517738764365,1729504517767272525,1729504516712601677,1729645356969793613,1729399945301954251,1729868790991523917,1736028899674063949
S230531001585,范文,1729694633613564011,1729694635958769771,1729694635763996779,1729694635694135403,1729399939137375947,1729386149527326827,1736101415829275755
S230603001426,任思宁,1729507006022392316,1729507003759892988,1729507006467971580,1729507005893810684,1729399948696981195,1729386004423873020,1731758405418453500
S230610000881,徐熙雅,1729762833844705300,1729762835040933908,1729762833783232532,1729762833817049108,1729400136351256267,1729868780774592532,
S230613001429,吴斐,1729492653137500314,1729492649686505626,1729492653217650842,1729492648095160474,1729400011852254923,1729386029486543002,1732932396081185946
S230613007196,王可心,1729496628437031573,1729496628549687957,1729496628450663061,1729496628449548949,1729400674394607253,1729399393893913237,1731797643561568917
S230616003186,陈家琪,1729485667550075185,1729485665782962481,1729485668488288561,1729485667937261873,1729401018003590449,1729401500590182705,1732133513323776305
S230616004230,徐熙雅,1729492915648502065,1729492915622091057,1729492916334467377,1729492914497558833,1729400057664409291,1729868789810893105,1736017883515815217
S230619004280,陈家琪,1729492483063716145,1729492475815172401,1729492483021642033,1729492484273314097,1729400442847399627,1729386023751881009,1732133606566627633
S230620002472,游宇航,1729489137065105530,1729489138062366842,1729489137555380346,1729489133915969658,1729400015425146571,1729386020159197306,
S230626003520,张宇,1729503198543452856,1729503197328612024,1729480769569659576,1729503197880949432,1729400674289225400,1729399393116590776,1731770213068212920
S230627004373,王可心,1729503917456857436,1729503916730980700,1729503916658301276,1729503917427956060,1729400672215403868,1729387696935768412,1732672099337405788
S230628006565,陈家琪,1729486778742577457,1729486777882482993,1729486778127784241,1729486779013634353,1729400399128530635,1729386020806168881,1732247701879753009
S230628007210,范文,1729481337253697643,1729481337309010027,1729481337148774507,1729481337081469035,1729400060676968139,1729386198647738475,1731758501594171499
S230628007707,游宇航,1729518563936934512,1729518563853900400,1729518564711307888,1729518564881439344,1729400062344662731,1729386198999667312,
S230701007798,沈亦莎,1729480481682725146,1729480483974912282,1729480483257620762,1729480483719977242,1729400749995232538,1729388307791057178,1732130669612009754
S230701007955,张宇,1729480986358618808,1729480914256829112,1729480989566671544,1729480989242464952,1729400624967749304,1729399403259794104,1731758517666089656
S230703001880,吴斐,1729481821658323703,1729482094526634743,1729481804667591415,1729481815258798839,1729400717611601655,1729387000988013303,1731875144152745719
S230706001508,魏冰馨,,,,,1729400673227411049,1729387698840703593,1734727982400177769
S230710011993,范文,1729483046203005035,1729497111042889835,1729483047343265899,1729482680130705515,1729400120552689355,1729386151256428651,1731770396716009579
S230710020496,范文,1729496138434255328,1729496138927413728,1729496139962096096,1729496138864237024,1729400452284780235,1729386017970557408,1731508100589585888
S230710026988,任思宁,1729481069390043606,1729481068847602134,1729481068848978390,1729481071396755926,1729400763277151702,1729388552313737686,1731770373039360470
S230712002838,黄依婷,1729495638198163880,1729646183625234856,1729646183209408936,1729507136624040360,1729400869943414184,1729391853318148520,1732672107921835432
S230715003601,任思宁,1729482733939956220,1729482732523657724,1729482733666933244,1729482734700763644,1729401157250354684,1729400653296538108,1731797503965563388
S230715004883,任思宁,1729480800741857788,1729480800459856380,1729480800020699644,1729480801524029948,1729400749942935036,1729394303409820156,1731769660436679164
S230718006794,张宇,1729492909516560457,1729492907853781065,1729492020037654601,1729492908624549961,1729400878640565321,1729392011618717769,1732120972856756297
S230719004548,刘雪莹,1729497519553616408,1729497521049213464,1729497521078573592,1729497522283584024,1729401059849309720,1729401504649417240,1731770211970615832
S230721003458,任思宁,1729509074952886780,1729508135705287164,1729509078535215612,1729509078540720636,1729400790328511996,1729394246767907324,1732085654363997692
S230722003303,吴斐,1729510491122276876,1729510490445289996,1729510491113363980,1729510490464164364,1729400867240250892,1729401497932501516,1732069042969086476
S230726006217,陈家琪,1729491803801098545,1729491806838757681,1729491804171770161,1729491798791657777,1729404716837866801,1729445149336375601,1731190323817055537
S230729004650,陈家琪,1729486772601133361,1729486780196100401,1729486780218775857,1729486779957877041,1729401057473957169,1729398381218795825,1731335761790272817
S230731002535,范文,1729506166489520519,1729506165289032071,1729506167004109191,1729506165292571015,1729401025256656263,1729401511494455687,1731822332115780999
S230802002094,张宇,1729492916429494345,1729492914681059401,1729492021591840841,1729492915561470025,1729400869837573193,1729391853008621641,1732227902418815049
S230803003951,徐熙雅,1729491530770520141,1729491531282028621,1729491540437932109,1729491540622415949,1729400832419138637,1729868857065902157,1736029968504620109
S230808002758,郑川粤,1729492709595912412,1729492716464740572,1729492708288862428,1729492708699773148,1729400927529700572,1729394249855373532,
S230809002994,范文,1729691172373698667,1729691172519123051,1729691174218405995,1729691172292171883,1729400887214836843,1729393128813793387,1731766867627837547
S230811000518,张天一,1729493581996792398,1729492217672669774,1729493577763297870,1729493580917217870,1729400924850851406,1729393840723169870,1731767790652656206
S230811000703,魏冰馨,1729480496581090219,1729480497772600235,1729480498831989675,1729480497484045227,1729400991710220203,1729399381088900011,1731759669843495851
S230811001076,张宇,1729500889303129035,1729500888539569099,1729500889899899851,1729500888639445963,1729401072872755147,1729869157920510923,1736032018837833675
S230822001203,魏冰馨,1729886426764057274,1729886427363908282,1729886426765695674,1729886427556387514,1729401008850308794,1729401526155252410,1731759584659737274
S230822003575,刘雪莹,1729492239559203785,1729492238090214345,1729492238898207689,1729492239106481097,1729401110214053833,1729399207870960585,1732144694652079049
S230823000526,黄依婷,1729480173757962664,1729480174829410728,1729480175362677160,1729480174701287848,1729401283329363368,1729402805687325096,1731193649895540136
S230823001803,李泳乐,1729502479037602264,1729502477047536088,1729502479552584152,1729502479041599960,1729401767551602136,1729409574237147608,1732170953428994520
S230823002497,李泳乐,1729480032118217007,1729480030878406959,1729480030877948207,1729480032177002799,1729401072902769967,1729398648855695663,1731194965175534895
S230825006381,郑川粤,1729780562916251991,1729780571996592471,1729780570432837975,1729780562915203415,1729400977492970839,1729396429550883159,1734667849502917975
S230825007612,沈亦莎,1729480041229294315,1729480040837978859,1729480041031310059,1729480040904104683,1729401100524949227,1729398918004708075,1732187682883798763
S230825008022,沈亦莎,1729481700608809707,1729481704043944683,1729481702318709483,1729481709534157547,1729401074067279595,1729398645931348715,1731712507101677291
S230826000859,范文,1729481189207480427,1729481188112570475,1729481186440747115,1729481185064163435,1729401021080046699,1729401523785076843,1731802824519747691
S230826001077,张健,1729481304661662364,1729481304698493596,1729481307243649692,1729481302670285468,1729401096089734812,1729398913366332060,1731767800412801692
S230826002438,郑川粤,1729501889823611223,1729590992864188759,1729501891903002967,1729590992860191063,1729400991811145047,1729401523508842839,1731707799022765399
S230826004672,常捷,1729508123712199407,1729508123949112047,1729508123629034223,1729508123505367791,1729401308842987247,1729403021604786927,1731419981477152495
S230830000431,李泳乐,1729503063609744213,1729503067229952853,1729503063567211349,1729503063609613141,1729401140208897877,1729400671034053461,
S230901005737,任思宁,1729527591292213502,1729527591382587646,1729527591397595390,1729527589666593022,1729401153653148926,1729400340518441214,1731997939458476286
S230903001774,沈亦莎,1729480016015104747,1729480015585843947,1729480016051084011,1729480015629818603,1729401291790913259,1729402722915029739,1732014580713032427
S230904001825,李泳乐,1729562176484383192,1729562177284119000,1729562176484841944,1729562177440356824,1729401182211509720,1729415327309468120,1732191598373210584
S230907007181,张天一,1729490147698580138,1729490147310803626,1729490148428913322,1729490148214741674,1729401294261751466,1729402738493919914,1731467823911175850
S230908004757,沈亦莎,1729492909170137835,1729492910202919659,1729492908498393835,1729492909130685163,1729401261800525547,1729402223995556587,1732190813885860587
S230908007278,王可心,1729499889267152973,1729499890126329933,1729499890184919117,1729499889247164493,1729401412513795149,1729405488435138637,1732302456606065741
S230909000670,王可心,1729480015639321237,1729480015060048533,1729480016287537813,1729480015609567893,1729401259556966037,1729402189272224405,1731797619956157077
S230909001290,王谍,1729480076486154389,1729480075414378645,1729481791497672853,1729523466664646805,1729401355510779029,1729404053863567509,1733867228471067797
S230909002437,常捷,1729483386821843424,1729483387085953504,1729483384007727584,1729483387285248480,1729401283982036448,1729402839681307104,1731764204154554848
S230909004808,李泳乐,1729480044395862551,1729480044008217111,1729480266059192855,1729480265538312727,1729401474206174743,1729406622560719383,1731764881781131799
S230910001723,吴斐,1729480045612210700,1729480044864969228,1729480045049256460,1729480044959537676,1729401359708229132,1729404183882732044,1732054559142480396
S230912002482,范文,1729483723963406727,1729483730070313351,1729483723064580487,1729483725558880647,1729401394590813575,1729405487013138823,1731822966215771527
S230912002984,范文,1729500315045632391,1729507176645564807,1729500315080825223,1729500315856116103,1729401331341823367,1729403742385901959,1734802787990537607
S230912003804,徐熙雅,1729496798175991984,1729496798197291184,1729496798151678128,1729496796053412016,1729401966335003824,1729868772997435568,1736179111655998640
S230913005414,陈家琪,1729485723138365745,1729485724138445105,1729485723677137201,1729485723331696945,1729401346668137777,1729403675831669041,1731590671861777713
S230916004155,沈亦莎,1729496985086171597,1729496986001119693,1729496987281693133,1729496985029220813,1729401418292039117,1729405581260329421,1732188431126332877
S230918004717,范文,1729528193502648447,1729528186658199679,1729528193594857599,1729528193594595455,1729401350839438463,1729404028739883135,1731432113498588287
S230918005827,张天一,1729489269832391338,1729489270991854250,1729489269003229866,1729489268887100074,1729401916046020266,1729410616884105898,1731409771838801578
S230918007197,王可心,1729491577896867917,1729482598635444301,1729481744196016205,1729507038341142605,1729401352683097165,1729404028695646285,1732238818739914829
S230919001100,黎绮琳,1729510792924469293,1729510790816700461,1729510792960317485,1729510792965888045,1729401750531050541,1729408783551270957,1731589920620971053
S230920005424,张宇,1729488321697782456,1729488299334605496,1729488299454012088,1729488299351120568,1729401401174625976,1729404971417244344,1731811355571358392
S230922001808,刘雪莹,1729507348206492184,1729507346388458008,1729507346957507096,1729507346390096408,1729401388594138648,1729404684031660568,1732054761054177816
S230922003347,吴斐,1729489694617213791,1729489694733802335,1729489697719753567,1729489694681439071,1729401428983517023,1729405834782348127,1736893164990334815
S230922006391,王可心,1729480471659780757,1729480468456184469,1729480472375564949,1729480471803632277,1729401670550195861,1729407717121233557,1731758336827165333
S230923000346,魏冰馨,1729501042772122157,1729501042777430573,1729501042702260781,1729501042771794477,1729402241953533485,1729414354244309549,
S230923001121,张宇,1729480136214747832,1729480137374210744,1729480137455278776,1729480137953286840,1729401369163108024,1729405487641367224,1731758534096358072
S230927006174,李泳乐,1729503065925589845,1729503066155883349,1729503065640639317,1729503066412194645,1729401435879673685,1729406342734844757,1732909961836398421
S230928007912,徐熙雅,1729491660967024957,1729491661752211773,1729491659974154557,1729491661616486717,1729401863357762877,1729868782877315389,
S230930000159,郑川粤,1729480207037077847,1729480208147323223,1729480207195609431,1729480208902625623,1729401674439298391,1729407708295041367,1731823333769578839
S231005004986,范文,1729504717689100415,1729504717666162815,1729504716528457855,1729504717661575295,1729401826847788159,1729408950108131455,1736865754341082239
S231006005239,王谍,1729801544742967560,1729801544741329160,1729801543454857480,1729801543426611464,1729401750279195912,1729419447514337544,1734803912022263048
S231006006924,李泳乐,1729647690889402903,1729647687795317271,1729787144512576023,1729787144524438039,1729401688262086167,1729408199570067991,1732086174821287447
S231007002134,常捷,1729480720847247566,1729480719923124430,1729480721065416910,1729480720829421774,1729401674337848526,1729407703912714446,1731818329770132686
S231013004172,吴斐,1729508256626612525,1729508256671373613,1729508256671111469,1729508256658987309,1729401975230401837,1729411306540798253,
S231018004095,王可心,1729489187903347524,1729489187428670276,1729489186347588420,1729489187949550404,1729401983277043524,1729411435898377028,1731758929167420228
S231019001144,范文,1729482884925724779,1729482886834526315,1729482885072066667,1729482889178880107,1729401896234552427,1729410279892160619,1731770646272575595
S231020003005,游宇航,1729518279716018800,1729518268154223216,1729518268407650928,1729518268153895536,1729401974227308144,1729411305267171952,
S231023000838,吴斐,1729480064271292961,1729480098711181857,1729480140484549153,1729480140593666593,1729401903628324385,1729410432849515041,1732054600446347809
S231024001214,游宇航,1729492911623280961,1729492912814070081,1729492911825590593,1729492910158813505,1729401975188458817,1729411306606465345,1731470423367910721
S231026003037,游宇航,1729492453807528664,1729492453105703640,1729492456404654808,1729492456617581272,1729401798696472280,1729411304635405016,1731791095893887704
S231027004255,王可心,1729480625234483802,1729480624973650522,1729480625724758618,1729480625644870234,1729402033640738394,1729412218874073690,1732061429770979930
S231028002524,陈家琪,1729491794459138353,1729491785618528561,1729491788790470961,1729491794405005617,1729402122181053745,1729413117349826865,1732231533783910705
S231029001199,沈亦莎,1729496448227318221,1729496454995352013,1729496448054958541,1729496455003478477,1729402853094231501,1729422540225286605,1731759044192078285
S231103003443,任思宁,1729670950002006543,1729670950094936591,1729670952831785487,1729670950123510287,1729402290462887439,1729414849465389583,1734964642867676687
S231104000432,沈亦莎,1729494484318526187,1729494489711483627,1729494489707813611,1729494484190206699,1729402132633718507,1729413212566229739,1732118850763197163
S231104001874,陈家琪,1729485639823497521,1729485635507427633,1729485639823038769,1729485639669815601,1729402879652760881,1729422297531912497,1732231235368159537
S231104002581,吴斐,1729507952719272189,1729507952758659325,1729507949265459453,1729507952758331645,1729402790694194429,1729421037904105725,
S231106003590,王瑶,1729481649101314094,1729481650534062126,1729481650056763438,1729481378888718382,1729405206695349294,1729451601321824302,1731768141108643886
S231107001476,范文,1729691187395139691,1729691189024495723,1729691188906530923,1729691187409098859,1729403005646769259,1729425220078768235,1731758684843313259
S231108002039,徐熙雅,1729496796864092465,1729496796807993649,1729496799587768625,1729496799603300657,1729402238731586865,1729869080565485873,1736007310708540721
S231108004319,王可心,1729492661742180954,1729492665483893338,1729492657132640858,1729492661642893914,1729402186643836506,1729413744750662234,1732125949773253210
S231109002850,游宇航,1729524411851905648,1729524411098372720,1729524411886901872,1729524411939134064,1729402406588943984,1729416306471637616,
S231110002126,李泳乐,1729507244155050837,1729507244276292437,1729507244321119061,1729507238568958805,1729402257457385301,1729414519435465557,1733438106461112149
S231110002651,王谍,1729480265815857708,1729480263659264556,1729480264695716396,1729480264185911852,1729402259072454188,1729414521273553452,1731767944301283884
S231111001769,常捷,1729480054320437728,1729480054981040608,1729480054433290720,1729480054904101344,1729402403581431264,1729416295023940064,1731771768940825056
S231115004022,吴斐,1729556529402911479,1729496517078784759,1729496517092350711,1729556528633322231,1729402294445444855,1729414963191517943,1732672175937259255
S231116002543,游宇航,1729501343752559320,1729501344383277784,1729501343768287960,1729501344312498904,1729402407130140376,1729416308934742744,
S231117001457,常捷,1729513100398664184,1729512882725165560,1729840466778626552,1729512952088205816,1729402666240609784,1729419352818618872,1735898848338347512
S231118000530,王可心,1729481645737679509,1729481648308460181,1729481645924719253,1729481649964685973,1729402347204415125,1729415643514704533,1731759037003762325
S231119001164,王可心,1729486477581981862,1729486477657282726,1729486477853563046,1729486477690771622,1729402766969506982,1729420749711315110,1732129236135807142
S231119001169,张天一,1729497284270332586,1729497284271053482,1729497282661751466,1729497284271839914,1729402457688542890,1729417052573635242,1731467720627095210
S231120000231,游宇航,1729528150166706800,1729528146681567856,1729528150159694448,1729528146610068080,1729402581795638896,1729418431145022064,
S231121003320,沈亦莎,1729480682135591186,1729480681888651538,1729480682528282898,1729480681601407250,1729402408303430930,1729416310952923410,1731885443785066770
S231122003712,游宇航,1729482574326569281,1729482435049331009,1729482436399503681,1729482431998040385,1729402611049532737,1729418586404393281,1732017421274089793
S231122003971,黄依婷,1729634283871116163,1729634283686239107,1729634283746925443,1729634283812723587,1729402768324923267,1729420756065489795,1732913170371807107
S231122004168,吴斐,1729487561936509452,1729487559767726604,1729487559637572108,1729487557756623372,1729402824041401868,1729421512903725580,1735999423455200780
S231123004715,李泳乐,1729480276891572759,1729480276663179799,1729480276671437335,1729480276830427671,1729402636419632663,1729418893215044119,1731193615162967575
S231124003459,范文,1729480587492235646,1729480587063302526,1729480585905346942,1729480588198123902,1729402525386771838,1729418573961466238,1731767715393407358
S231128000340,郑川粤,1729480762273864023,1729480761373727063,1729480761023109463,1729480761060268375,1729402835761335639,1729421698839515479,1732016517828086103
S231128001755,吴斐,1729480053913983839,1729480055190428511,1729480053944523615,1729480054912424799,1729402861264998239,1729421996174185311,1731768106756311903
S231128002025,张宇,1729489666128583147,1729489666270992875,1729489667209861611,1729489665302829547,1729402951778340331,1729423993648419307,1734718737378543083
S231129001556,李泳乐,1729480315048597807,1729480317439678767,1729480318838282543,1729480318908537135,1729402832296840495,1729421687222538543,1732086806724839727
S231130002732,张健,1729492909490411531,1729498235126978571,1729492908605020171,1729492910208948235,1729403631966718987,1729432730819399691,1731720622256849931
S231130004117,刘雪莹,1729492909357505271,1729492909343021815,1729492907707898615,1729492907531344631,1729403594260909815,1729432318946939639,1731830965491042039
S231201004338,张天一,1729489660683262634,1729489662732507818,1729489662268316330,1729489663194471082,1729402899050630826,1729423996771799722,1731409807091992234
S231202002014,王瑶,1729480090606279535,1729480090167778159,1729480091448875887,1729480092104498031,1729402790951489391,1729421046763983727,1731767843304409967
S231203001694,黄依婷,1729480038457580137,1729480037504424553,1729480037962717801,1729480037899541097,1729403005128248937,1729425207206842985,1731765367537109609
S231204002250,王可心,1729483388134398029,1729511629245356109,1729511629929224269,1729511629465884749,1729402951477070925,1729423996698988621,1731467708253570125
S231205000832,吴斐,1729656970486389063,1729656972894968135,1729656970439792967,1729656972980033863,1729403151022001479,1729427403216884039,1732135060166575431
S231206000637,张宇,1729495304666388877,1729520010102282637,1729495303272241549,1729520011340781965,1729403005568781709,1729425207033696653,1731257634389722509
S231206000795,张天一,1729493581146004046,1729492216427354702,1729493582413732430,1729493581340908110,1729402948633267790,1729423969073664590,
S231206002909,张宇,1729491911781882253,1729491911323392397,1729491899276106125,1729491899196479885,1729403063883107725,1729425667104018829,1731768286453926285
S231206002949,张宇,1729506899564206477,1729506898171238797,1729506899664935309,1729506901538871693,1729403164245265805,1729427550162948493,1731768101751982477
S231206002976,张宇,1729491896618424717,1729491913283377549,1729491896217737613,1729491900187515277,1729405693528935821,1729458365614297485,1731758484907919757
S231206002989,张宇,1729503087503645069,1729503085904435597,1729503087995099533,1729503087505021325,1729403157157481869,1729427414126858637,1731767518004087181
S231207000688,刘雪莹,1729494283509013239,1729494282348501751,1729494283509865207,1729494282601732855,1729403330691829495,1729429640245908215,1732672695449126647
S231208003252,吴斐,1729483349029591428,1729480537467427204,1729483348752832900,1729483348636047748,1729403177892220292,1729427917135188356,1732248490427189636
S231209003567,张宇,1729480128001316937,1729480129320687689,1729480130710837321,1729480127941154889,1729403260819377225,1730583054729973833,1731885455086356553
S231211001360,游宇航,1729498925128588243,1729498923353021395,1729498923285191635,1729498924989717459,1729404016059977683,1729436923477726163,1731997129451998163
S231211004088,刘雪莹,1729483719020550903,1729483724151626487,1729483716768733943,1729483724111059703,1729403635210096375,1729432769954091767,1731818378161325815
S231212001903,郑川粤,1729486789457254620,1729486787188529372,1729486787261012188,1729486787012303068,1729403832820468956,1729435287271543004,1731595120464135388
S231213003710,任思宁,1729495213706614832,1729495213614078000,1729495495396923440,1729495215403800624,1729403180320328752,1729427931139575856,1734036751437169712
S231213006499,李泳乐,1729483356975241751,1729483357555956247,1729483355225889303,1729483349578127895,1729403179971481111,1729427933416493591,1732143960113251863
S231214000070,任思宁,1729487753566853168,1729487753569605680,1729487755264759856,1729487753883457584,1729403056408136752,1729427921073311792,1734105195191174192
S231214001155,常捷,1729480306629122522,1729480297904052698,1729480315510102490,1729480297498515930,1729403411090214362,1729430616861217242,1732130865147906522
S231214003487,常捷,1729482903049312730,1729482906396170714,1729482904658221530,1729482908218399194,1729403319593111002,1729429554823598554,1732087556438067674
S231214059031,范文,1729483423141239318,1729483376439564822,1729483388175227414,1729483388006537750,1729403133841411606,1729426976057365014,1732232080782887446
S231215001902,张天一,1729489386259323562,1729489387624503978,1729489386351991466,1729489383604001450,1729403176782237354,1729427912326222506,1731846711699015338
S231218002028,沈亦莎,1729480317777910507,1729480317130283755,1729480316788579051,1729480316961266411,1729403834368298731,1729435287449932523,1732228865189317355
S231218006330,常捷,1729493745874148079,1729493745600404207,1729493744676149999,1729493746462137071,1729403267988360943,1729429213218181871,1731763188575603439
S231219006550,范文,1729480031124298262,1729480030303853078,1729480031235512854,1729480031111453206,1729403318851571222,1729429548664459798,1731908570979797526
S231220001135,常捷,1729480043857418720,1729480043239872992,1729480043463875040,1729480043144845792,1729403961054170592,1729436964655108576,1731764274915674592
S231221002649,游宇航,1729518769268103792,1729518769575664240,1729518766761548400,1729518766260329072,1729403349978222192,1729429844171330160,
S231221004449,范文,1729480986943396204,1729480987320883564,1729480980613405036,1729480988336363884,1729403588168551788,1729432298268037484,1731146120608187756
S231222001873,张宇,1729502914717195211,1729502916848819147,1729502916838726603,1729502914765757387,1729403634422222795,1729432785577743307,1731755842682391499
S231223000717,任思宁,1729480271550847743,1729480272295467775,1729480272082868991,1729480271495142143,1729405099137339135,1729451774566175487,1732412327073515263
S231223003315,范文,1729480257894324758,1729480257126636054,1729480255066839574,1729480256003349014,1729405091970518550,1729451255961391638,1732027630022002198
S231225001653,常捷,1729494375711021536,1729494374056106464,1729494373884598752,1729494373787015648,1729403633479159264,1729432746360934880,1731790811756399072
S231225003862,任思宁,1729480061499841279,1729480060802079487,1729480060822788863,1729480059574655743,1729404045756239615,1729437624062874367,1731823155791038207
S231227001692,游宇航,1729480677206301651,1729480676864859091,1729507891236150227,1729480679471684563,1729403673370922963,1729434058996552659,1732054421442366419
S231227005149,吴斐,1729483753981319556,1729483756344809860,1729483753875347844,1729483756975790468,1729403710464822660,1729433618810900868,1732223547145292164
S231228005431,范文,1729480147709761918,1729480146680650110,1729480146888399230,1729480146786490750,1729403630215859582,1729432732537164158,1731770305084033406
S231228005458,范文,1729482822558390654,1729482821961619838,1729482821866920318,1729482823629511038,1729403681572425086,1729433278655664510,1731759430711019902
S231229003431,游宇航,1729518641334622832,1729518641529592432,1729518645635750512,1729518646865533552,1729403928634297968,1729436874820784752,
S231230000168,王可心,1729480743483120277,1729480741797665429,1729480744789711509,1729480743002806933,1729403802934283925,1729434894022709909,1731768289479002773
S231230001606,常捷,1729501244748372448,1729501245283473888,1729501246604876256,1729501246332967392,1729403849200733664,1729435480429007328,1731909657059887584
S231230002514,张天一,1729482150097951383,1729480587848620695,1729482148885011095,1729480581842770583,1729403803713506967,1729434904538092183,1731770213797366423
S231230002567,吴斐,1729492907584035340,1729492907134065164,1729492905298532876,1729492905870596620,1729403872153931276,1729435800736076300,1732054797034293772
S231231000420,徐熙雅,1729491135695788349,1729491135730129213,1729491135972022589,1729491135809886525,1729404502437760317,1729868776457998653,1736018667645535549
S240102000482,郑川粤,1729483105651038551,1729482914340247895,1729482910066973015,1729482911433595223,1729403634781752663,1729432769714360663,1732250797862324567
S240102003337,刘雪莹,1729480147960371296,1729480147068557408,1729480147160111200,1729480147753670752,1729403802704055392,1729434897035202656,1731802958294648928
S240102003454,刘雪莹,1729482658752075872,1729482658102548576,1729482660821899360,1729482658648528992,1729403681839484000,1729433284904259680,1731766771009685600
S240103002458,徐熙雅,1729491668355881037,1729491664809793613,1729491664873691213,1729491662174984269,1729403673903991885,1729868794930434125,1736016489955427405
S240104003754,常捷,1729491663082920619,1729491665463319211,1729491669144148651,1729491668521949867,1729403801883086507,1729434892880810667,1731467813369513643
S240104005485,王可心,1729480367872318042,1729480368707770970,1729480367828802138,1729480367521176154,1729403804667842138,1729434920199754330,1732167429713660506
S240105000058,常捷,1729483701213763790,1729483702895417550,1729483699248208078,1729483701851101390,1729403803376717006,1729434921256980686,1731467834342540494
S240106002275,王瑶,1729493931080522635,1729618271123970955,1729618270943812491,1729618674000960395,1729403833044471691,1729435279885767563,1733884279704094603
S240108000443,张健,1729482888005655208,1729482887521082024,1729482887384701608,1729482890455390888,1729403805659139752,1729434916236989096,1731136033849247400
S240108001698,常捷,1729484484844165600,1729484484540930528,1729484485424683488,1729484482566724064,1729403929908579808,1729436904705135072,1731907106425965024
S240108003392,王谍,1729509661396671253,1729509661370391317,1729509662924839701,1729509662914485013,1729403961292525333,1729436976944550677,1731996934221695765
S240109002027,张宇,1729480022110345912,1729480023617936056,1729480022816103096,1729492275517299384,1729403805819244216,1729434925110760120,1731793135298775736
S240109003733,张宇,1729480552739609272,1729480552473139896,1729480552757762744,1729480550344727224,1729403832100163256,1729435274224571064,1731796696897260216
S240109004066,张宇,1729485785605577320,1729485785437936232,1729485778297854568,1729485785580411496,1729403901172092520,1729436357711139432,1731893880054253160
S240111002949,张宇,1729480022860798648,1729480022861257400,1729480022416005816,1729480022852016824,1729403872393727672,1729435791270384312,1731758463333927608
S240111003520,张宇,1729481733622504120,1729481732607417016,1729481732967078584,1729481734211869368,1729403855714553528,1729435573215072952,1731758649356290744
S240113001385,李泳乐,1729506275108559005,1729506268628490397,1729506278205397149,1729506278272309405,1729404284899200157,1729440283944652957,1731698401193723037
S240113002628,范文,1729480067920861718,1729480067829176854,1729480068005206550,1729480066441386518,1729404641973669398,1729443600588509718,1731765364461308438
S240115001381,张天一,1729480965021670040,1729480969597459096,1729480969878739608,1729480970129611416,1729404263884557976,1729439882240430744,1732412950458238616
S240115001864,吴斐,1729480029692926815,1729480030253325151,1729480030480014175,1729480031067937631,1729404119810215775,1729438790024794975,1731768291647851359
S240115002563,王谍,1729481945373907733,1729481942500743957,1729481944330640149,1729481944348662549,1729404222837985045,1729440282290787093,1731758566591269653
S240115003076,常捷,1729583198055405629,1729583197130561597,1729583198147745853,1729583197112342589,1729404016658844733,1729436907353772093,1732017495538500669
S240115003554,陈家琪,1729789540060469375,1729495218058532991,1729495217582676095,1729495219048585343,1729404277532298367,1729440135203295359,1734716435561546879
S240116000547,常捷,1729480783113918968,1729480783814892024,1729480782474615288,1729480781200726520,1729404169309687288,1729440135697830392,1732016197445256696
S240116003461,魏冰馨,1729862320840743452,1729862321166653980,1729862320637188636,1729862321265023516,1729404128503565852,1729438884375990812,1735012728606590492
S240117001849,李泳乐,1729480586909292847,1729480588467476783,1729480587038136623,1729480588904667439,1729404074952789295,1729437921210569007,1732182387220448559
S240118000271,游宇航,1729496346034805464,1729496346148707032,1729496346118888152,1729496345993714392,1729404296001982168,1729440441867932376,1731772358362303192
S240118000814,游宇航,1729554707552704833,1729554704116259137,1729554704622721345,1729554704383056193,1729404205486607681,1729439403414032705,1731779738632947009
S240119000379,李泳乐,1729480044307257647,1729480044215245103,1729480044229269807,1729480043538585903,1729405987075624239,1729461490468491567,1732299119348385071
S240119000935,张宇,1729606282205632571,1729606282206091323,1729606282140751931,1729606282123909179,1729404128133221435,1729438882875347003,1732195200281510971
