数据日期,原始国家,市场组,商品标签,product_id,spu_code,店铺名称,SKM标签,二级类目,三级类目,叶子类目,类目组合,历史累计销量区间,大盘营销价-美金,近7天出单区间,近3天环比增速,近3天环比标签,T-1出单区间,全球首次上架日期,上架天数,JIT标签,实际可售库存,JIT虚拟库存,颜色,颜色数,尺码,尺码数,季节标签,首图链接,商品详情页URL,开发员名称,Final SPS,场域_短视频占比,场域_直播占比,场域_货架占比
2026/8/29,MX,MX,高动销,1734513356644844710,S260304038312,Agivvia,非SKM商家,标码女装,女士针织衫,毛衣马甲,标码女装+女士针织衫,"(1000,2000]",10.08,"(100,+∞)",164.44%,"(100%, 300%]","(50,100]",2026/3/14,168,非JIT商品,494,0,"Gray,Coffee brown,Khaki",3,"L,XS,XL,S,M",5,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/1142bdaf68b0456b87035ae1e8e66c59~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1734513356644844710?region=MX&locale=es,王可心,3.7,46,24,30
2026/8/29,GB,UK,高动销,1729402132633718507,S231104000432,Bettlity,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(10000,+∞)",16.44,"(100,+∞)",127.61%,"(100%, 300%]","(500,1000]",2023/11/15,"1,018",非JIT商品,"3,687",0,"Dark gray,Army Green*1 pc+Mint Green*1 pc,Pink,Army Green*1 pc+Dark Green*1 pc,Burgundy,Khaki,Burgundy*1 pc+Army Green*1 pc,Royal blue,Black,Dark Gray*1 pc+Dark Green*1 pc,Mint green,Dark green,Dark Gray*1 pc+Black*1 pc,Army green,Mauve purple,Light green,Dark Gray*1 pc+Burgundy*1 pc,Pink*1 pc+Burgundy*1 pc",18,"XS,XXL,XL,L,M,S",6,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/8c3061a96ced4ed0aeb5abc8d84d795f~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729402132633718507?region=GB&locale=en,沈亦莎,4.8,83,0,17
2026/8/29,GB,UK,高动销,1729445895122881778,S241213008988,Morrie Moon,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(10000,+∞)",24.36,"(100,+∞)",93.61%,"(50%, 100%]","(200,500]",2024/12/24,613,非JIT商品,"1,331",0,"Royal blue,Orange,Mocha brown,Navy blue,Grey,Burgundy,Light green,Brown,Army green,Black,Baby pink,Khaki,Cream",13,"S,L,XL,M,XXL",5,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/d40b4dd2e505486d818e79b813f1aa27~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729445895122881778?region=GB&locale=en,王可心,4.8,75,0,25
2026/8/29,GB,UK,高动销,1729430888265452826,S241022004269,LILYTREE,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(10000,+∞)",17.27,"(100,+∞)",37.68%,"(0%, 50%]","(50,100]",2024/10/25,673,非JIT商品,"1,332",0,"Off white,Lime red,Chartreuse,Cream,Grey,Rust orange,Black,Deep red,Salmon pink,Green",10,"S,XL,L,M",4,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/e67f5438736a4964b9c02608a2a3e098~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729430888265452826?region=GB&locale=en,沈亦莎,4.4,72,0,28
2026/8/29,GB,UK,高动销,1729549610179991877,S250617002423,YouAnnn,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(10000,+∞)",18.92,"(100,+∞)",284.44%,"(100%, 300%]","(50,100]",2025/6/22,433,非JIT商品,794,0,"Khaki,Brown,Light wash,Dark gray,Navy blue,Pink,Apricot,Orange,Grey,Black,Lilac,Red,Beige",13,"S,L,XXL,M,XL",5,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/dbaceb244d2546578ed969f117a8b902~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729549610179991877?region=GB&locale=en,沈亦莎,4.7,71,1,28
2026/8/29,GB,UK,高动销,1729409154795605266,S240508006159,Hiying,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(10000,+∞)",15.47,"(100,+∞)",35.76%,"(0%, 50%]","(50,100]",2024/5/17,834,非JIT商品,506,0,"Khaki&Navy Blue&Light Gray*1 pc,Rust orange,Navy blue,Bright yellow,Pebble lime,Rust red,Baby pink,Navy Blue*1 pc+Light Gray*1 pc,Army Green*1 pc+Rust Red*1 pc,Khaki,Army green",11,"L,XXL,S,M,XL",5,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/acba7a90d96f420196a1a9d1aa67af14~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729409154795605266?region=GB&locale=en,沈亦莎,4.4,52,0,48
2026/8/29,GB,UK,高动销,1729421629371944462,S240629004604,YunShine,非SKM商家,标码女装,女士针织衫,毛衣连衣裙,标码女装+女士针织衫,"(10000,+∞)",18.28,"(100,+∞)",16.67%,"(0%, 50%]","(10,30]",2024/7/16,774,非JIT商品,631,0,"Lilac*1 pc+Gray*1 pc,Fawn brown,White,Burgundy,Khaki,Navy blue,Grey,Khaki*1 pc+Black*1 pc,Lilac,Dark green,Coffee brown,Yellow,Black,Dark Green*1 pc+Burgundy*1 pc,Pink",15,"M,XL,S,L",4,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/8a5627266ad54ca99323beef84910772~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729421629371944462?region=GB&locale=en,王可心,4.4,34,0,66
2026/8/29,GB,UK,高动销,1729421795554070012,S240628002645,Hi anan,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(5000,10000]",16.83,"(100,+∞)",125.00%,"(100%, 300%]","(30,50]",2024/7/17,773,非JIT商品,427,0,"Black,Pebble lime,Grey,Dusty blue,Deep red,Green,Camel,Pink",8,"XXL,L,M,S,XL",5,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/5d380952f3d0414aae5205f2e6b36304~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729421795554070012?region=GB&locale=en,沈亦莎,4.9,27,3,70
2026/8/29,GB,UK,高动销,1729676282069555525,S251026033157,YouAnnn,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(1000,2000]",15.04,"(100,+∞)",109.38%,"(100%, 300%]","(10,30]",2025/10/30,303,非JIT商品,370,0,"Brown,Cream,Black,Army green,Apricot,Red",6,"XL,L,XXL,S,M",5,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/43fceb464d1c42ac98cc295866bfd04b~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729676282069555525?region=GB&locale=en,沈亦莎,4.7,56,0,44
2026/8/29,GB,UK,高动销,1729878629880338958,S260722014955,YunShine,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(100,500]",21.12,"(50,100]",-20.00%,负增长,"(10,30]",2026/7/23,37,非JIT商品,463,0,"Black,Khaki,Coffee brown,Navy blue",4,"L,XL,M,S",4,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/64b340542cbb43838aebdebca56f6cbf~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729878629880338958?region=GB&locale=en,王可心,4.4,21,0,79
2026/8/29,GB,UK,高动销,1729432980192464619,S241026003981,Bettlity,非SKM商家,标码女装,女士针织衫,毛织裙子套装,标码女装+女士针织衫,"(2000,5000]",29.69,"(50,100]",162.50%,"(100%, 300%]","(10,30]",2024/11/8,659,非JIT商品,208,0,"Fawn Brown,Black,Deep red,Off white",4,"XL,L,S,XXL,M",5,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/55f4abcfbf604b2cb6a95ece398d4970~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729432980192464619?region=GB&locale=en,沈亦莎,4.8,40,0,60
2026/8/29,GB,UK,高动销,1729680010465286469,S251030038492,YouAnnn,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(2000,5000]",15.5,"(50,100]",330.77%,"(300%, 500%]","(10,30]",2025/11/4,298,非JIT商品,265,0,"Dark violet,White,Leaf green,Black,Silver,Brown,Navy blue",7,"XL,M,S,L,XXL",5,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/d2da379ab8e741e0a254fa4bcf91c641~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729680010465286469?region=GB&locale=en,沈亦莎,4.7,48,23,29
2026/8/29,GB,UK,高动销,1729612967429774137,S250814012411,Posh Fleece,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(5000,10000]",21.1,"(50,100]",43.48%,"(0%, 50%]","(0,10]",2025/8/19,375,非JIT商品,"1,152",0,"White,Apricot,Green,Reddish brown,Khaki,Brown,Black,Dark gray,Red,Dark green,Flame red,Cream",12,"L,XL,M,S",4,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/12f92c5e2f4b4da4ae9aed6fe5a8207d~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729612967429774137?region=GB&locale=en,沈亦莎,4.5,47,3,50
2026/8/29,GB,UK,高动销,1729568681962609412,S250705012887,SML Sweaters,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(500,1000]",17.27,"(50,100]",-6.90%,负增长,"(0,10]",2025/7/9,416,非JIT商品,224,0,"Gray,Brown,Pink",3,"XL,S,L,M",4,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/5e7ba6d2e38c4b248635a620be37896b~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729568681962609412?region=GB&locale=en,王可心,2.6,39,0,61
2026/8/29,GB,UK,高动销,1729694303605332293,S251117098050,YouAnnn,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(2000,5000]",23.24,"(50,100]",52.63%,"(50%, 100%]","(0,10]",2025/11/24,278,非JIT商品,150,0,"Camel,Gray,Brown",3,"M,XL,XXL,L,S",5,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/4eb7cfc773c14e23a91685c660256c8e~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729694303605332293?region=GB&locale=en,沈亦莎,4.7,58,0,42
2026/8/29,GB,UK,高动销,1729597591334918469,S250730011868,YouAnnn,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(2000,5000]",21.25,"(50,100]",-18.52%,负增长,"(0,10]",2025/8/5,389,非JIT商品,636,0,"White,Light wash,Green,Navy blue,Brown,Yellow,Red,Pink,Orange,Gray",10,"XXL,M,S,L,XL",5,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/d80854c83cf041efa5b0e998f8c7d2da~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729597591334918469?region=GB&locale=en,沈亦莎,4.7,42,0,58
2026/8/29,GB,UK,高动销,1729429367562800410,S241007000270,LILYTREE,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(5000,10000]",24.22,"(30,50]",107.69%,"(100%, 300%]","(10,30]",2024/12/23,614,非JIT商品,262,0,"Coffee brown,Mint green,Black,Khaki,Pink,Blue,Lime red,Off white",8,"L,XL,S,M",4,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/f6bcd78e3c3f463d9561c3326180cbde~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729429367562800410?region=GB&locale=en,沈亦莎,4.4,59,0,41
2026/8/29,GB,UK,高动销,1729632984022751557,S250905020857,YouAnnn,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(10000,+∞)",17.08,"(30,50]",210.00%,"(100%, 300%]","(0,10]",2025/9/12,351,非JIT商品,"4,773",0,"Burgundy,Brown,Gray,Pink,Beige,Red,Apricot,Dark gray,Mauve purple,Rust orange,Leaf green,Lemon yellow,Baby pink",13,"M,S,L,XXL,XL",5,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/ee7c8730832a4bd4bf05b0dfd734baec~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729632984022751557?region=GB&locale=en,沈亦莎,4.7,53,0,47
2026/8/29,GB,UK,高动销,1729425526823554373,S240813004965,YouAnnn,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(10000,+∞)",15.6,"(30,50]",-20.00%,负增长,"(0,10]",2024/8/26,733,非JIT商品,356,0,"Royal blue,Rust orange,Red*1 pc+Gray*1 pc+Blue*1 pc,Grey,Bright Yellow*1 pc+Gray*1 pc+Blue*1 pc,Deep red,Bright yellow,Bright orange,Emerald green,Green,Lilac,Blue",12,"L,XL,S,XXL,M",5,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/86a0f57463dc4f2d9b3cd1249216cf93~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729425526823554373?region=GB&locale=en,沈亦莎,4.7,28,3,69
2026/8/29,GB,UK,高动销,1729424190023568709,S240803002111,YouAnnn,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(2000,5000]",21.28,"(10,30]",33.33%,"(0%, 50%]","(0,10]",2024/8/13,746,非JIT商品,318,0,"Black,Pebble lime,Rust orange,Light wash",4,"M,S,XXL,L,XL",5,Fall&Winter,https://p16-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/6c270413df654e6cb40f5f7319b0b959~tplv-t5fjg24jzw-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1729424190023568709?region=GB&locale=en,沈亦莎,4.7,20,0,80
2026/8/29,US,US,高动销,1732436212305204136,S260610003638,Chic Weaves,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(10000,+∞)",19.71,"(100,+∞)",6.58%,"(0%, 50%]","(100,200]",2026/6/12,78,非JIT商品,"1,329",1,"Grass green - multicolor 10,Pink - Multicolor 2,Purple - Multicolor 3,Multi-color,Apricot Color - Multicolor 4,White - Multicolor 8,Colorful 6 — mixed colors,Light Blue - Multicolor 5,Denim blue - color 7,Cranberry Red - Multicolor 9",10,"M,S,L,XL,XXL",5,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/3377b9f9af2146b88ad37e9bb64f79f7~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1732436212305204136?region=US&locale=en,王可心,4.7,74,3,23
2026/8/29,US,US,高动销,1731761022658515452,S250906034461,Hi anan,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(10000,+∞)",12.34,"(100,+∞)",-5.41%,负增长,"(100,200]",2025/9/12,351,非JIT商品,"1,908",0,"Navy blue,White,Black,Dark brown,Apricot,Copper brown,Burgundy",7,"M,S,L,XL",4,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/b2cd34ce1806424484997e452910f76e~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1731761022658515452?region=US&locale=en,沈亦莎,4.6,59,0,41
2026/8/29,US,US,高动销,1730436496285667653,S241230003739,YouAnnn,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(10000,+∞)",17.7,"(100,+∞)",43.94%,"(0%, 50%]","(100,200]",2025/1/6,600,非JIT商品,534,0,"Red,Army green,Gray,Brown red,Apricot,Brown",6,"M,S,XL,L,XXL",5,Fall&Winter,https://p16-oec-ttp.tiktokcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/a5ed1e7d92d84ff1a938439970489312~tplv-omjb5zjo8w-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1730436496285667653?region=US&locale=en,沈亦莎,4.4,73,0,27
2026/8/29,US,US,高动销,1732131339822272837,S251206184055,YouAnnn,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(2000,5000]",18.01,"(100,+∞)",5.26%,"(0%, 50%]","(50,100]",2025/12/20,252,非JIT商品,293,0,"Multicolor2,Fawn brown,Mulberry",3,"M,S,XL,L,XXL",5,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/4ed8d2ff7e834308983c4df2bc118f66~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1732131339822272837?region=US&locale=en,沈亦莎,4.4,77,0,23
2026/8/29,US,US,高动销,1731739733524844826,S250901024365,LILYTREE,非SKM商家,标码女装,女士针织衫,开衫,标码女装+女士针织衫,"(5000,10000]",25.73,"(100,+∞)",-22.60%,负增长,"(30,50]",2025/9/9,354,非JIT商品,550,0,"Khaki,Red,Gray,Black",4,"M,S,XL,L",4,Fall&Winter,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/a4c6c0086c7146f6ab1ef78a488a4cda~tplv-o3syd03w52-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1731739733524844826?region=US&locale=en,沈亦莎,4.4,81,1,18
2026/8/29,US,US,高动销,1731461858342704126,S250715008377,Knit Mix-Frenchy,非SKM商家,标码女装,女士针织衫,毛衣套头衫,标码女装+女士针织衫,"(10000,+∞)",12.31,"(100,+∞)",-14.85%,负增长,"(10,30]",2025/7/15,410,JIT商品,951,0,"Bright blue,Royal blue,Iron gray,Red,Orange,Olive green,Army green,Black,Dark orange,Dark gray,Dark green,Turquoise blue,Light wash,Green,Blue,Purple,Wine red,Hot pink,Yellow,Chartreuse,Mauve purple,Lime red,Brown",23,"M,S,L,XS,XXL,XL",6,Fall&Winter,https://p16-oec-ttp.tiktokcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/a90d077fe259477bb6575b35b321a8f8~tplv-omjb5zjo8w-resize-jpeg:1000:1000.image?,https://shop.tiktok.com/view/product/1731461858342704126?region=US&locale=en,沈亦莎,2.8,58,12,30
